,filing_date,municipality,amount
617,2009-06-02,Pittsburgh,38813.32
618,2009-06-02,Penn Hills Township,113667.25
619,2009-06-02,Pittsburgh,37924.5
620,2009-06-02,Penn Hills Township,74487.02
621,2009-06-02,Jefferson Hills Boro,41744.53
622,2009-06-02,Pittsburgh,54241.35
623,2009-06-03,Pittsburgh,87275.77
624,2009-06-03,Etna Boro,70078.06
625,2009-06-03,Marshall Township,21261.65
626,2009-06-03,Pittsburgh,85401.15
627,2009-06-04,Forward Township,52452.27
628,2009-06-05,West Mifflin Boro,71082.7
629,2009-06-08,Pittsburgh,320468.72
630,2009-06-08,Wilkinsburg Boro,320468.72
631,2009-06-08,Wilkinsburg Boro,320468.72
632,2009-06-08,Pittsburgh,320468.72
633,2009-06-08,Fawn Township,30295.43
634,2009-06-09,Robinson Township,0.0
635,2009-06-08,Pittsburgh,327512.67
636,2009-06-09,Ingram Boro,48680.83
637,2009-06-09,Harrison Township,72952.53
638,2009-06-09,Pitcairn Boro,62170.15
639,2009-06-09,Plum Boro,92898.13
640,2009-06-09,Coraopolis Boro,26039.63
641,2009-06-09,Pittsburgh,68441.7
642,2009-06-09,Plum Boro,82847.6
643,2009-06-09,Pittsburgh,143524.58
644,2009-06-10,Kennedy Township,74028.88
645,2009-06-10,Coraopolis Boro,88568.73
646,2009-06-10,Pitcairn Boro,62908.66
647,2009-06-11,Pittsburgh,35595.4
648,2009-06-11,Pittsburgh,17128.15
649,2009-06-11,Wilkinsburg Boro,113197.73
650,2009-06-12,Mt. Lebanon Township,151520.97
651,2009-06-15,Plum Boro,0.0
652,2009-06-17,Pittsburgh,0.0
653,2009-06-18,Pittsburgh,53838.66
654,2009-06-17,Munhall Boro,105702.06
655,2009-06-18,Penn Hills Township,44393.05
656,2009-06-19,Pittsburgh,82122.84
657,2009-06-19,City of Clairton,28175.02
658,2009-06-19,Swissvale Boro,100099.17
659,2009-06-22,Pittsburgh,29556.95
660,2009-06-22,Pittsburgh,79192.45
661,2009-06-22,Pittsburgh,64762.57
662,2009-06-22,Pitcairn Boro,64274.62
663,2009-06-22,Pitcairn Boro,64274.62
664,2009-06-22,Pittsburgh,83983.05
665,2009-06-23,Elizabeth Township,100643.84
666,2009-06-23,Mt. Lebanon Township,130123.81
667,2009-06-23,Pittsburgh,36916.91
668,2009-06-23,Forward Township,192311.09
669,2009-06-23,Pittsburgh,52979.18
670,2009-06-23,Pittsburgh,55311.29
671,2009-06-24,Pittsburgh,17403.87
672,2009-06-24,Pittsburgh,20234.37
673,2009-06-24,Braddock Boro,20234.37
674,2009-06-24,Mt. Lebanon Township,110175.2
675,2009-06-24,Mt. Lebanon Township,110175.2
676,2009-06-24,Bethel Park Boro,151383.36
677,2009-06-24,Penn Hills Township,90735.62
678,2009-06-25,Pittsburgh,57461.19
679,2009-06-25,Pittsburgh,57210.87
680,2009-06-25,N. Versailles Twp.,14824.01
681,2009-06-25,Chalfant Boro,26541.04
682,2009-06-25,Bethel Park Boro,149046.22
683,2009-06-25,Pittsburgh,99603.38
684,2009-06-26,Shaler Township,84168.71
685,2009-06-26,Pine Township,2528679.31
686,2009-06-26,Pittsburgh,124951.16
687,2009-06-29,Plum Boro,169054.04
688,2009-06-29,Pittsburgh,0.0
689,2009-06-29,Etna Boro,93998.64
690,2009-06-29,Collier Township,68324.92
691,2009-06-29,Penn Hills Township,90079.46
692,2009-06-30,Penn Hills Township,105341.52
693,2009-06-30,Pittsburgh,275004.0
694,2009-06-30,Pittsburgh,275004.0
695,2009-06-30,Pittsburgh,275004.0
696,2009-06-30,Pittsburgh,30726.4
697,2009-06-30,Pittsburgh,64860.18
698,2009-06-30,West Mifflin Boro,53526.74
699,2009-06-30,Mt. Lebanon Township,162877.82
700,2009-06-30,Penn Hills Township,64570.65
701,2009-06-30,White Oak Boro,85153.55
702,2009-07-01,Indiana Township,73426.65
703,2009-07-01,Shaler Township,67864.43
704,2009-07-01,Bellevue Boro,0.0
705,2009-07-01,White Oak Boro,0.0
706,2009-07-01,Wilkinsburg Boro,41480.3
707,2009-07-01,Penn Hills Township,0.0
708,2009-07-01,Pittsburgh,49181.23
709,2009-07-01,Pittsburgh,122750.14
710,2009-07-01,Homestead Boro,76293.03
711,2009-07-01,Moon Township,72381.24
712,2009-07-02,Penn Hills Township,42347.05
713,2009-07-02,Pittsburgh,62259.35
714,2009-07-02,Monroeville Boro,0.0
715,2009-07-02,Monroeville Boro,0.0
716,2009-07-02,N. Fayette Township,2990487.34
717,2009-07-02,Pittsburgh,56264.69
718,2009-07-06,Collier Township,57753.19
719,2009-07-06,Swissvale Boro,198816.67
720,2009-07-06,Braddock Boro,24103.65
721,2009-07-07,Homestead Boro,48825.13
722,2009-07-08,Wilkins Township,113009.7
723,2009-07-08,Whitehall Boro,425995.61
724,2009-07-08,Whitehall Boro,425995.61
725,2009-07-08,Wilkinsburg Boro,33776.99
726,2009-07-08,Brentwood Boro,105793.67
727,2009-07-08,Stowe Township,47403.3
728,2009-07-08,City of McKeesport,81957.6
729,2009-07-08,Pittsburgh,36350.29
730,2009-07-08,Pittsburgh,98023.86
731,2009-07-08,Sharpsburg Boro,85952.81
732,2009-07-08,Pittsburgh,68055.28
733,2009-07-09,Pittsburgh,56264.69
734,2009-07-09,Pittsburgh,59447.79
735,2009-07-09,Pittsburgh,37330.67
736,2009-07-09,Forest Hills Boro,55526.06
737,2009-07-09,Wilkinsburg Boro,34543.78
738,2009-07-09,Carnegie Boro,76182.61
739,2009-07-09,Pittsburgh,78240.54
740,2009-07-09,Plum Boro,102317.79
741,2009-07-09,Pittsburgh,0.0
742,2009-07-09,Pittsburgh,91025.09
743,2009-07-09,City of McKeesport,37196.96
744,2009-07-09,Pittsburgh,0.0
745,2009-07-10,Pittsburgh,38418.92
746,2009-07-10,Pittsburgh,84959.3
747,2009-07-10,Wilkinsburg Boro,80827.89
748,2009-07-10,Pittsburgh,44818.3
749,2009-07-10,McCandless Township,173400.21
750,2009-07-13,Munhall Boro,83629.99
751,2009-07-13,Richland Township,209550.43
752,2009-07-13,Richland Township,209550.43
753,2009-07-13,Richland Township,209550.43
754,2009-07-13,Richland Township,209550.43
755,2009-07-13,Richland Township,209550.43
756,2009-07-13,Richland Township,209550.43
757,2009-07-13,Richland Township,209550.43
758,2009-07-13,Richland Township,209550.43
759,2009-07-13,Richland Township,209550.43
760,2009-07-13,Richland Township,209550.43
761,2009-07-13,Richland Township,209550.43
762,2009-07-13,Richland Township,209550.43
763,2009-07-13,Richland Township,209550.43
764,2009-07-13,Richland Township,209550.43
765,2009-07-13,Richland Township,209550.43
766,2009-07-13,Richland Township,209550.43
767,2009-07-14,Etna Boro,46155.08
768,2009-07-13,Pittsburgh,28231.03
769,2009-07-14,Carnegie Boro,301334.42
770,2009-07-14,Pittsburgh,1179514.68
771,2009-07-14,Pittsburgh,44818.3
772,2009-07-14,Pittsburgh,46655.62
773,2009-07-14,Pittsburgh,617506.23
774,2009-07-14,Pittsburgh,617506.23
775,2009-07-14,Pittsburgh,617506.23
776,2009-07-14,Pittsburgh,617506.23
777,2009-07-14,Pittsburgh,617506.23
778,2009-07-14,Pittsburgh,617506.23
779,2009-07-14,Pittsburgh,617506.23
780,2009-07-14,Pittsburgh,617506.23
781,2009-07-14,Pittsburgh,617506.23
782,2009-07-14,Pittsburgh,617506.23
783,2009-07-14,Pittsburgh,617506.23
784,2009-07-14,Pittsburgh,617506.23
785,2009-07-14,Pittsburgh,617506.23
786,2009-07-14,Pittsburgh,617506.23
787,2009-07-14,Pittsburgh,617506.23
788,2009-07-14,Pittsburgh,617506.23
789,2009-07-14,Mt. Oliver Boro,202870.71
790,2009-07-14,Leetsdale Boro,73319.45
791,2009-07-15,Pittsburgh,86157.38
792,2009-07-15,Pittsburgh,7132.02
793,2009-07-15,Pittsburgh,112748.43
794,2009-07-15,Wilkins Township,97610.22
795,2009-07-16,Pittsburgh,31433.21
796,2009-07-16,Carnegie Boro,139430.7
797,2009-07-16,Carnegie Boro,139430.7
798,2009-07-17,Forest Hills Boro,104255.64
799,2009-07-17,Penn Hills Township,77061.97
800,2009-07-17,Fawn Township,85621.14
801,2009-07-17,Carnegie Boro,937256.82
802,2009-07-17,Carnegie Boro,937256.82
803,2009-07-17,Carnegie Boro,937256.82
804,2009-07-20,Jefferson Hills Boro,64083.05
805,2009-07-20,Brentwood Boro,57646.59
806,2009-07-20,Penn Hills Township,133220.39
807,2009-07-20,West Deer Township,80953.43
808,2009-07-21,Munhall Boro,48384.41
809,2009-07-21,Leetsdale Boro,74807.49
810,2009-07-21,Wilkinsburg Boro,483765.49
811,2009-07-21,Baldwin Boro,57821.85
812,2009-07-21,Churchill Boro,273694.72
813,2009-07-21,Bethel Park Boro,104894.81
814,2009-07-21,Pittsburgh,86543.54
815,2009-07-23,Hampton Township,275835.67
816,2009-07-23,Pittsburgh,122496.65
817,2009-07-23,Pittsburgh,89648.88
818,2009-07-24,N. Fayette Township,365059.62
819,2009-07-24,Pittsburgh,136521.17
820,2009-07-24,Pittsburgh,38523.82
821,2009-07-27,Mt. Lebanon Township,76025.31
822,2009-07-27,Reserve Township,76286.1
823,2009-07-27,Robinson Township,136014.06
824,2009-07-27,Pittsburgh,236402.87
825,2009-07-27,Pittsburgh,236402.87
826,2009-07-27,Pittsburgh,236402.87
827,2009-07-27,Pittsburgh,236402.87
828,2009-07-27,Baldwin Boro,64300.48
829,2009-07-27,Jefferson Hills Boro,1026651.27
830,2009-07-28,Pittsburgh,299625.55
831,2009-07-29,Hampton Township,95337.02
832,2009-07-29,Pittsburgh,197148.58
833,2009-07-29,S. Fayette Township,0.0
834,2009-07-30,Shaler Township,47579.68
835,2009-07-30,Pittsburgh,44075.68
836,2009-07-31,McCandless Township,85728.83
837,2009-07-31,Versailles Boro,51237.95
838,2009-07-31,Pittsburgh,174266.61
839,2009-08-03,Pittsburgh,0.0
840,2009-08-03,Bridgeville Boro,104913.76
841,2009-08-03,Port Vue Boro,46149.21
842,2009-08-03,Port Vue Boro,46149.21
843,2009-08-03,Port Vue Boro,46149.21
844,2009-08-03,Port Vue Boro,46149.21
845,2009-08-03,Port Vue Boro,46149.21
846,2009-08-03,Port Vue Boro,46149.21
847,2009-08-03,Bethel Park Boro,110385.88
848,2009-08-04,Richland Township,144309.35
849,2009-08-04,Homestead Boro,46750.68
850,2009-08-04,Crafton Boro,124477.55
851,2009-08-04,Scott Township,51070.5
852,2009-08-04,Upper St. Clair Twp.,111488.46
853,2009-08-05,Shaler Township,99665.19
854,2009-08-05,Scott Township,83964.98
855,2009-08-05,Mt. Lebanon Township,91327.32
856,2009-08-05,Pittsburgh,181386.75
857,2009-08-05,Pittsburgh,62604.51
858,2009-08-05,Pittsburgh,82259.2
859,2009-08-06,Crescent Township,30588.65
860,2009-08-06,South Park Township,115839.21
861,2009-08-06,Pittsburgh,12654.1
862,2009-08-06,Wilkins Township,80415.3
863,2009-08-06,N. Braddock Boro,55834.68
864,2009-08-06,Penn Hills Township,15283.46
865,2009-08-06,West Mifflin Boro,63643.4
866,2009-08-06,Wilkinsburg Boro,82140.42
867,2009-08-06,Pittsburgh,31054.46
868,2009-08-06,Frazer Township,171021.25
869,2009-08-06,Pittsburgh,89357.62
870,2009-08-07,Ross Township,99278.77
871,2009-08-07,Pittsburgh,0.0
872,2009-08-07,Pittsburgh,0.0
873,2009-08-07,McKees Rocks Boro,52270.76
874,2009-08-07,Glassport Boro,82304.35
875,2009-08-07,Pitcairn Boro,52019.93
876,2009-08-07,Glassport Boro,54893.49
877,2009-08-07,Pittsburgh,78848.5
878,2009-08-07,Harmar Township,121137.29
879,2009-08-07,Pitcairn Boro,42112.45
880,2009-08-10,Verona Boro,104998.58
881,2009-08-10,City of McKeesport,33454.39
882,2009-08-10,Carnegie Boro,40175.55
883,2009-08-11,Pittsburgh,29818.59
884,2009-08-11,Pittsburgh,133536.52
885,2009-08-11,Mt. Lebanon Township,284176.07
886,2009-08-11,Penn Hills Township,40145.52
887,2009-08-11,Penn Hills Township,40145.52
888,2009-08-11,Brentwood Boro,52690.57
889,2009-08-11,Pittsburgh,69211.92
890,2009-08-11,City of McKeesport,40044.74
891,2009-08-12,Pittsburgh,343849.6
892,2009-08-12,S. Fayette Township,124041.31
893,2009-08-12,Pittsburgh,47413.14
894,2009-08-14,Carnegie Boro,98693.65
895,2009-08-17,Sewickley Hts. Boro,3202257.85
896,2009-08-17,Pittsburgh,62226.48
897,2009-08-18,Pittsburgh,81825.53
898,2009-08-18,Pittsburgh,50325.87
899,2009-08-18,McKees Rocks Boro,24045.56
900,2009-08-18,Penn Hills Township,52303.66
901,2009-08-18,Penn Hills Township,102122.81
902,2009-08-18,Greentree Boro,170648.05
903,2009-08-18,Pittsburgh,63288.8
904,2009-08-18,Pittsburgh,34168.65
905,2009-08-18,Pittsburgh,76457.83
906,2009-08-19,Shaler Township,83215.79
907,2009-08-19,Marshall Township,52284.33
908,2009-08-19,Franklin Park Boro,366924.5
909,2009-08-20,Marshall Township,207406.32
910,2009-08-20,Monroeville Boro,73265.64
911,2009-08-20,Pittsburgh,56545.98
912,2009-08-20,Pittsburgh,28789.01
913,2009-08-20,Pittsburgh,19963.9
914,2009-08-20,Penn Hills Township,45670.07
915,2009-08-21,Penn Hills Township,129998.47
916,2009-08-21,Pittsburgh,0.0
917,2009-08-24,South Park Township,302088.0
918,2009-08-24,Chalfant Boro,26878.02
919,2009-08-24,S. Fayette Township,105045.77
920,2009-08-24,N. Versailles Twp.,212407.68
921,2009-08-25,Mt. Lebanon Township,264011.09
922,2009-08-25,N. Versailles Twp.,58379.75
923,2009-08-25,Penn Hills Township,0.0
924,2009-08-25,N. Fayette Township,50017.55
925,2009-08-25,Bethel Park Boro,138820.1
926,2009-08-26,Kennedy Township,85518.2
927,2009-08-27,West Deer Township,14979.9
928,2009-08-26,West Mifflin Boro,95153.91
929,2009-08-27,Pitcairn Boro,32532.74
930,2009-08-27,West View Boro,112283.13
931,2009-08-27,Pittsburgh,56198.42
932,2009-08-27,Pittsburgh,25118.76
933,2009-08-28,Upper St. Clair Twp.,178143.1
934,2009-08-28,West View Boro,153313.29
935,2009-08-28,Penn Hills Township,86068.11
936,2009-08-28,Whitehall Boro,3264847.77
937,2009-08-28,Whitehall Boro,3264847.77
938,2009-08-28,Whitehall Boro,3264847.77
939,2009-08-28,Neville Township,0.0
940,2009-08-31,N. Fayette Township,55096.64
941,2009-08-31,Liberty Boro,44474.61
942,2009-08-31,McCandless Township,190652.21
943,2009-09-01,West View Boro,147732.12
944,2009-09-01,Pittsburgh,69161.04
945,2009-09-02,Penn Hills Township,383440.59
946,2009-09-02,Scott Township,42853.66
947,2009-09-02,City of Duquesne,42892.88
948,2009-09-02,Plum Boro,105658.33
949,2009-09-02,Pittsburgh,70968.94
950,2009-09-02,Penn Hills Township,73591.84
951,2009-09-04,Mt. Oliver Boro,40641.11
952,2009-09-04,Pittsburgh,54973.58
953,2009-09-04,Pittsburgh,13117.83
954,2009-09-04,Penn Hills Township,67365.51
955,2009-09-04,Coraopolis Boro,77536.86
956,2009-09-04,Ingram Boro,80321.75
957,2009-09-08,Bethel Park Boro,75658.57
958,2009-09-08,White Oak Boro,84626.67
959,2009-09-08,Pittsburgh,26471.13
960,2009-09-09,Stowe Township,38958.26
961,2009-09-09,Forest Hills Boro,68405.32
962,2009-09-10,Avalon Boro,121996.53
963,2009-09-10,Pittsburgh,31872.58
964,2009-09-10,Glassport Boro,83418.17
965,2009-09-10,Pittsburgh,53913.1
966,2009-09-11,Pittsburgh,0.0
967,2009-09-11,Pittsburgh,0.0
968,2009-09-11,White Oak Boro,55251.41
969,2009-09-11,McCandless Township,29285.07
970,2009-09-14,N. Versailles Twp.,0.0
971,2009-09-13,Penn Hills Township,72616.79
972,2009-09-15,Sewickley Boro,436596.89
973,2009-09-15,Pittsburgh,77853.6
974,2009-09-15,N. Versailles Twp.,52814.42
975,2009-09-16,Ross Township,486916.81
976,2009-09-16,Shaler Township,582590.0
977,2009-09-16,Pittsburgh,54532.77
978,2009-09-17,City of McKeesport,35997.42
979,2009-09-18,Versailles Boro,181890.0
980,2009-09-17,Pittsburgh,34233.3
981,2009-09-17,Pittsburgh,41393.95
982,2009-09-17,Leet Township,548578.94
983,2009-09-17,Pittsburgh,128236.15
984,2009-09-17,Pittsburgh,72608.83
985,2009-09-18,Penn Hills Township,88519.41
986,2009-09-18,Pittsburgh,63203.55
987,2009-09-18,Castle Shannon Boro,124575.56
988,2009-09-21,Penn Hills Township,383440.59
989,2009-09-22,Monroeville Boro,0.0
990,2009-09-22,Dravosburg Boro,58838.86
991,2009-09-22,West Mifflin Boro,38084.88
992,2009-09-21,Swissvale Boro,14483.63
993,2009-09-23,Brentwood Boro,0.0
994,2009-09-23,Plum Boro,110845.49
995,2009-09-23,Penn Hills Township,84409.67
996,2009-09-23,Pittsburgh,40880.02
997,2009-09-23,Penn Hills Township,31778.32
998,2009-09-24,Bridgeville Boro,129696.88
999,2009-09-25,City of Duquesne,57951.48
1000,2009-09-28,Pittsburgh,64018.81
1001,2009-09-28,Pittsburgh,69736.86
1002,2009-09-28,Pittsburgh,248989.13
1003,2009-09-28,Pittsburgh,94057.92
1004,2009-09-28,Pittsburgh,94057.92
1005,2009-09-28,Pittsburgh,94057.92
1006,2009-09-28,Pittsburgh,94057.92
1007,2009-09-25,Pittsburgh,19006.87
1008,2009-09-25,Pittsburgh,61360.08
1009,2009-09-28,Pittsburgh,55191.58
1010,2009-09-25,Pittsburgh,671630.76
1011,2009-09-25,Coraopolis Boro,57100.32
1012,2009-09-25,Bell Acres Boro,688896.82
1013,2009-09-28,Dormont Boro,0.0
1014,2009-09-29,Ross Township,79090.35
1015,2009-09-29,Pittsburgh,61563.48
1016,2009-09-29,Pittsburgh,61563.48
1017,2009-09-29,Munhall Boro,32744.83
1018,2009-09-29,South Park Township,127005.6
1019,2009-09-30,Pittsburgh,103746.63
1020,2009-09-30,Monroeville Boro,70285.17
1021,2009-10-01,Penn Hills Township,0.0
1022,2009-09-30,Pittsburgh,23937.61
1023,2009-09-30,Pittsburgh,48549.3
1024,2009-09-30,Pittsburgh,53165.41
1025,2009-09-30,Penn Hills Township,87768.57
1026,2009-09-30,Pittsburgh,46394.67
1027,2009-10-02,Penn Hills Township,59181.82
1028,2009-10-02,Whitehall Boro,37376.64
1029,2009-10-02,Pittsburgh,49813.14
1030,2009-10-02,White Oak Boro,45286.06
1031,2009-10-02,City of Duquesne,28263.12
1032,2009-10-02,Pittsburgh,52122.38
1033,2009-10-02,N. Fayette Township,117781.23
1034,2009-10-02,Pine Township,245054.8
1035,2009-10-02,West Deer Township,258493.37
1036,2009-10-02,Pittsburgh,26882.31
1037,2009-10-03,Crafton Boro,90703.91
1038,2009-10-03,West View Boro,145822.06
1039,2009-10-03,Reserve Township,74834.12
1040,2009-10-05,Ross Township,42298.3
1041,2009-10-06,Mt. Oliver Boro,38731.98
1042,2009-10-06,Carnegie Boro,127082.49
1043,2009-10-06,Pittsburgh,60764.29
1044,2009-10-06,Pittsburgh,19989.77
1045,2009-10-07,Pittsburgh,0.0
1046,2009-10-07,Penn Hills Township,0.0
1047,2009-10-07,Penn Hills Township,0.0
1048,2009-10-07,Pittsburgh,18104.73
1049,2009-10-07,White Oak Boro,84626.67
1050,2009-10-08,Pittsburgh,0.0
1051,2009-10-08,O'Hara Township,213477.44
1052,2009-10-08,Pittsburgh,70309.91
1053,2009-10-08,Pittsburgh,58229.51
1054,2009-10-08,Ross Township,200051.5
1055,2009-10-08,Brentwood Boro,88952.97
1056,2009-10-09,Wilkinsburg Boro,57105.71
1057,2009-10-09,Pitcairn Boro,50613.66
1058,2009-10-09,Pittsburgh,81215.38
1059,2009-10-09,Stowe Township,71974.01
1060,2009-10-09,Pittsburgh,22548.76
1061,2009-10-09,Pittsburgh,13110.13
1062,2009-10-09,West Deer Township,72703.6
1063,2009-10-09,Pittsburgh,32440.2
1064,2009-10-09,Plum Boro,60336.48
1065,2009-10-12,City of McKeesport,41068.93
1066,2009-10-12,Brackenridge Boro,57782.23
1067,2009-10-13,Hampton Township,2241336.44
1068,2009-10-13,Hampton Township,2241336.44
1069,2009-10-13,Pittsburgh,41282.0
1070,2009-10-13,Pittsburgh,25736.02
1071,2009-10-13,Brentwood Boro,109637.87
1072,2009-10-13,Pittsburgh,31263.21
1073,2009-10-14,Pine Township,471772.31
1074,2009-10-14,Pittsburgh,87443.86
1075,2009-10-15,Pittsburgh,12273.26
1076,2009-10-15,Wilkinsburg Boro,39271.08
1077,2009-10-15,Pittsburgh,40221.64
1078,2009-10-15,Ingram Boro,41061.31
1079,2009-10-15,East McKeesport Boro,43220.49
1080,2009-10-15,East McKeesport Boro,43220.49
1081,2009-10-16,Port Vue Boro,0.0
1082,2009-10-19,West Mifflin Boro,82309.71
1083,2009-10-19,East Pittsburgh Boro,34047.98
1084,2009-10-19,Oakdale Boro,136897.97
1085,2009-10-19,Pittsburgh,59317.52
1086,2009-10-19,Millvale Boro,41509.96
1087,2009-10-19,Pittsburgh,48866.62
1088,2009-10-19,N. Braddock Boro,14305.28
1089,2009-10-19,Monroeville Boro,96096.26
1090,2009-10-20,Pittsburgh,22513.4
1091,2009-10-20,Pittsburgh,88632.56
1092,2009-10-20,Penn Hills Township,111950.66
1093,2009-10-20,Dormont Boro,160183.75
1094,2009-10-20,Pittsburgh,15283.47
1095,2009-10-20,Sewickley Boro,58053.77
1096,2009-10-21,Findlay Township,0.0
1097,2009-10-21,Findlay Township,0.0
1098,2009-10-21,Findlay Township,0.0
1099,2009-10-21,Findlay Township,0.0
1100,2009-10-21,Findlay Township,0.0
1101,2009-10-21,Findlay Township,0.0
1102,2009-10-21,Findlay Township,0.0
1103,2009-10-21,Findlay Township,0.0
1104,2009-10-21,Findlay Township,0.0
1105,2009-10-21,Findlay Township,0.0
1106,2009-10-21,Findlay Township,0.0
1107,2009-10-21,Findlay Township,0.0
1108,2009-10-21,Findlay Township,0.0
1109,2009-10-21,Findlay Township,0.0
1110,2009-10-21,Findlay Township,0.0
1111,2009-10-21,Findlay Township,0.0
1112,2009-10-21,Findlay Township,0.0
1113,2009-10-21,Findlay Township,0.0
1114,2009-10-21,Findlay Township,0.0
1115,2009-10-21,Findlay Township,0.0
1116,2009-10-21,Findlay Township,0.0
1117,2009-10-21,Findlay Township,0.0
1118,2009-10-21,Findlay Township,0.0
1119,2009-10-21,Findlay Township,0.0
1120,2009-10-21,Findlay Township,0.0
1121,2009-10-21,Pittsburgh,58279.77
1122,2009-10-21,Mt. Lebanon Township,527018.23
1123,2009-10-22,Forward Township,72476.98
1124,2009-10-22,Whitehall Boro,9646486.5
1125,2009-10-22,Whitehall Boro,9646486.5
1126,2009-10-22,Pittsburgh,94036.04
1127,2009-10-23,Oakmont Boro,89489.96
1128,2009-10-23,Scott Township,115850.74
1129,2009-10-23,West Mifflin Boro,48603.53
1130,2009-10-23,Dormont Boro,162731.54
1131,2009-10-23,Pittsburgh,312843.74
1132,2009-10-23,Monroeville Boro,114501.6
1133,2009-10-23,N. Fayette Township,182696.85
1134,2009-10-23,City of Clairton,35289.37
1135,2009-10-24,Tarentum Boro,24161.8
1136,2009-10-27,Pittsburgh,82585.59
1137,2009-10-27,Swissvale Boro,87519.21
1138,2009-10-27,Pittsburgh,64625.33
1139,2009-10-27,Tarentum Boro,137096.44
1140,2009-10-27,Robinson Township,54813475.18
1141,2009-10-27,Robinson Township,54813475.18
1142,2009-10-28,Pittsburgh,381819.79
1143,2009-10-28,Monroeville Boro,136623.58
1144,2009-10-28,Pittsburgh,61138.41
1145,2009-10-29,Pittsburgh,37894.3
1146,2009-10-29,Pittsburgh,33582.52
1147,2009-10-29,N. Fayette Township,286747.2
1148,2009-10-29,N. Versailles Twp.,70286.24
1149,2009-10-29,Collier Township,86954.47
1150,2009-10-29,Monroeville Boro,132155.22
1151,2009-10-30,Ross Township,123630.04
1152,2009-10-30,Penn Hills Township,69322.16
1153,2009-10-30,City of Duquesne,49814.4
1154,2009-10-30,Whitaker Boro,64440.21
1155,2009-11-02,West Mifflin Boro,0.0
1156,2009-11-02,Penn Hills Township,114867.6
1157,2009-11-02,Wilkins Township,77820.02
1158,2009-11-02,Mt. Lebanon Township,60365.96
