APN,Registered Date,Property Type,Property Address,Property City,Property State,Property Zip,Council District,Lender,Lender Contact,Lender Contact Phone,Property Management,Property Management Contact,Property Management Address,Property Management Contact Phone,Property on Map,Latitude,Longitude
2245016003,12/26/2018,Single Family,14348 W TIARA ST,VAN NUYS,CA,91401.0,4,CitiMortgage,Erin Theobald,877-290-3997,Safeguard Properties,Edward Zubiz,3540   wilshire BLVD  Los Angeles CA 90010,213-383-2097,"14348 W TIARA ST
VAN NUYS, CA 91401
(34.178458, -118.446019)",34.178458,-118.446019
5216007005,06/21/2018,Multi-Family,2412 N EASTERN AVE,LOS ANGELES,CA,90032.0,14,RUSHMORE LOAN MANAGEMENT SERVICES,PROPERTY PRESERVATION,949-341-5601,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,"2412 N EASTERN AVE
LOS ANGELES, CA 90032
(34.073762, -118.180319)",34.073762,-118.180319
2701052058,01/01/2018,Single Family,20628 W COMO LANE,LOS ANGELES,CA,91326.0,12,"Wells Fargo Bank, N.A C/O Select Portfolio Servicing",NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,"20628 W COMO LANE
LOS ANGELES, CA 91326
(34.277867, -118.582721)",34.277867,-118.582721
2332002010,04/20/2018,Single Family,12818 W FRIAR ST,LOS ANGELES,CA,91606.0,2,Fay Servicing LLC - Eric Moore,Eric Moore,877-338-3791,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,"12818 W FRIAR ST
LOS ANGELES, CA 91606
(34.185637, -118.412549)",34.185637,-118.412549
2667026005,01/02/2018,Single Family,16058 W LOS ALIMOS ST,LOS ANGELES,CA,91344.0,12,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,MCS-Bron,Eric Moore,27720   Jefferson AVE 210 Temecula CA 92590,813-387-8306,"16058 W LOS ALIMOS ST
LOS ANGELES, CA 91344
(34.265526, -118.482304)",34.265526,-118.482304
4228011014,05/25/2018,Single Family,2425 S CLOY AVE,LOS ANGELES,CA,90291.0,11,Shellpoint Mortgage,Eric Moore,877-338-3791,MCS-Bron,Eric Moore,27720   Jefferson AVE 210 Temecula CA 92590,813-387-8306,"2425 S CLOY AVE
LOS ANGELES, CA 90291
(33.985706, -118.459419)",33.985706,-118.459419
5058018003,11/09/2018,Multi-Family,2301 S LA SALLE AVE,LOS ANGELES,CA,90018.0,8,Finance Holding Company,Greg Yaris,310-553-3900,,,,,"2301 S LA SALLE AVE
LOS ANGELES, CA 90018
(34.035432, -118.305777)",34.035432,-118.305777
2159006001,09/18/2018,Single Family,18029 W BURBANK BLVD,LOS ANGELES,CA,91316.0,5,"U.S. Bank N.A., c/o Select Portfolio Servicing",NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,"18029 W BURBANK BLVD
LOS ANGELES, CA 91316
(34.172216, -118.525399)",34.172216,-118.525399
5524002028,11/12/2018,Multi-Family,806 N MANSFIELD AVE,LOS ANGELES,CA,90038.0,5,PHH Mortgage Corporation,Ann Lewis,856-917-8306,Safeguard c/o Bron Inc Jefferson,Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,800-852-8306,"806 N MANSFIELD AVE
LOS ANGELES, CA 90038
(34.085567, -118.340628)",34.085567,-118.340628
5174020025,10/30/2018,Single Family,1405 E WARREN ST,LOS ANGELES,CA,90033.0,14,SUPERIOR LOAN SERVICING,BARRY HARARI,818-876-0037,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,"1405 E WARREN ST
LOS ANGELES, CA 90033
(34.051221, -118.220076)",34.051221,-118.220076
2429004015,11/19/2018,Single Family,7241 W WOODROW WILSON DR,LOS ANGELES,CA,90068.0,4,"D. Benz, LLC","Brad Hakala, Esq.",562-432-5023,,,,,"7241 W WOODROW WILSON DR
LOS ANGELES, CA 90068
(34.124095, -118.35024)",34.124095,-118.35024
2769013003,05/24/2018,Single Family,18215 W RAYEN ST,LOS ANGELES,CA,91325.0,12,Shellpoint Mortgage,Eric Moore,877-338-3791,"Cyprexx Services, LLC - Jefferson",Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,877-339-8202,"18215 W RAYEN ST
LOS ANGELES, CA 91325
(34.231862, -118.53002)",34.231862,-118.53002
5104026012,01/08/2018,Single Family,1224 E 57TH ST,LOS ANGELES,CA,90011.0,9,Shellpoint Mortgage Servicing,Tracy Hall,864-312-4380,"Cyprexx Services, LLC - Jefferson",Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,877-339-8202,"1224 E 57TH ST
LOS ANGELES, CA 90011
(33.991109, -118.253724)",33.991109,-118.253724
6039001052,05/24/2018,Multi-Family,9113 #3 S BARING CROSS ST 1-3,,CA,,8,Shellpoint Mortgage,Eric Moore,877-338-3791,Safeguard c/o Bron Inc Jefferson,Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,800-852-8306,"9113 #3 S BARING CROSS ST 1-3, CA
(33.744915, -117.970526)",33.744915,-117.970526
5083002015,01/01/2018,Multi-Family,1077 S RIMPAU BLVD,LOS ANGELES,CA,90019.0,10,"U.S. Bank N.A., c/o Select Portfolio Servicing",NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   Wilshire  1109 Los Angeles CA 90010,213-383-2097,"1077 S RIMPAU BLVD
LOS ANGELES, CA 90019
(34.054975, -118.334503)",34.054975,-118.334503
2404018012,10/31/2018,Single Family,8278 N GLENCREST DR,LOS ANGELES,CA,91352.0,2,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,"8278 N GLENCREST DR
LOS ANGELES, CA 91352
(34.221362, -118.356804)",34.221362,-118.356804
7416027010,11/28/2018,Single Family,620 N NEPTUNE AVE,LOS ANGELES,CA,90744.0,15,Mr. Cooper,Paula Acosta,800-468-1743,"AFS c/o NEW BEGINNING PROPERTIES, INC",Chavez Lourdes,999  W Marshall BLVD  San Bernardino CA 92405,800-468-1743,"620 N NEPTUNE AVE
LOS ANGELES, CA 90744
(33.777386, -118.268768)",33.777386,-118.268768
4416019032,10/19/2018,Single Family,550 N PASEO MIRAMAR,LOS ANGELES,CA,90272.0,11,JP Morgan Chase NA,Amy Lott,888-310-1506,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,"550 N PASEO MIRAMAR
LOS ANGELES, CA 90272
(34.046791, -118.556738)",34.046791,-118.556738
5124013015,01/03/2018,Multi-Family,917 W 23RD ST,LOS ANGELES,CA,90007.0,1,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,"917 W 23RD ST
LOS ANGELES, CA 90007
(34.033552, -118.280295)",34.033552,-118.280295
5070008014,01/02/2018,Multi-Family,1270 S MEADOWBROOK AVE,LOS ANGELES,CA,90019.0,10,US Bank National Association,Jessica Vanella,612-973-2749,Advantage Conveyance,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,"1270 S MEADOWBROOK AVE
LOS ANGELES, CA 90019
(34.051213, -118.34917)",34.051213,-118.34917
5404010005,01/01/2018,Multi-Family,1718 W CLINTON ST,LOS ANGELES,CA,90026.0,13,Citibank NA C/O Select Portfolio Servicing,NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   Whilshire BLVD 1109 Los Angeles CA 90010,213-804-7437,"1718 W CLINTON ST
LOS ANGELES, CA 90026
(34.072307, -118.262557)",34.072307,-118.262557
2686012001,12/05/2018,Single Family,9503 N HAYVENHURST AVE,LOS ANGELES,CA,91343.0,12,"First American Trustee Servicing Solutions, First Entertainment",First Entertainment Credit Union,877-498-9409,Safeguard c/o Bron Inc Jefferson,Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,800-852-8306,"9503 N HAYVENHURST AVE
LOS ANGELES, CA 91343
(34.243168, -118.493727)",34.243168,-118.493727
2689021020,01/02/2018,Single Family,16649 W NAPA ST,LOS ANGELES,CA,91343.0,12,Specialized Loan Servicing LLC,n/a n/a,800-842-7654,,,,,"16649 W NAPA ST
LOS ANGELES, CA 91343
(34.226633, -118.495611)",34.226633,-118.495611
2560020018,12/10/2018,Single Family,10230 N RUSSETT AVE,LOS ANGELES,CA,91040.0,7,Citadel Servicing Corporation,David Trujillo,949-900-6630,Citadel Servicing Corp,David Trujillo,15707   Rockfield BLVD 320 Irvine CA 92618,949-900-6630,"10230 N RUSSETT AVE
LOS ANGELES, CA 91040
(34.25484, -118.319287)",34.25484,-118.319287
2125030034,10/05/2018,Single Family,6847 N GARDEN GROVE AVE,LOS ANGELES,CA,91335.0,3,Carrington Mortgage Services,Marshayla Johnson,866-563-1100,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,"6847 N GARDEN GROVE AVE
LOS ANGELES, CA 91335
(34.195264, -118.529487)",34.195264,-118.529487
5075029008,01/23/2018,Single Family,1858 1/2 W CORDOVA ST,LOS ANGELES,CA,90007.0,1,"Fay Servicing, LLC",N/A N/A,800-495-7166,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,"1858 1/2 W CORDOVA ST
LOS ANGELES, CA 90007
(34.039056, -118.299272)",34.039056,-118.299272
5586010009,01/12/2018,Multi-Family,6042 W GRACIOSA DR,LOS ANGELES,CA,90068.0,4,Nationstar Mortgage,Code Violations,888-456-0714,"AFS c/o NEW BEGINNING PROPERTIES, INC",Chavez Lourdes,999  W Marshall BLVD  San Bernardino CA 92405,800-468-1743,"6042 W GRACIOSA DR
LOS ANGELES, CA 90068
(34.112546, -118.320851)",34.112546,-118.320851
5467002009,12/03/2018,Multi-Family,144 E AVENUE 42,LOS ANGELES,CA,90031.0,1,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard c/o Bron Inc Jefferson,Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,800-852-8306,"144 E AVENUE 42
LOS ANGELES, CA 90031
(34.092942, -118.207814)",34.092942,-118.207814
5018030032,10/10/2018,Multi-Family,637 W 46TH ST,LOS ANGELES,CA,90037.0,9,BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611,"637 W 46TH ST
LOS ANGELES, CA 90037
(34.001721, -118.284816)",34.001721,-118.284816
2163016017,10/22/2018,Single Family,19255 W REDWING ST,LOS ANGELES,CA,91356.0,3,First National Funding corp,Michael Nikravesh,818-640-3863,,,,,"19255 W REDWING ST
LOS ANGELES, CA 91356
(34.170851, -118.553129)",34.170851,-118.553129
5186008027,10/16/2018,Multi-Family,522 S BERNAL AVE,LOS ANGELES,CA,90063.0,14,"U.S. Bank N.A., c/o Select Portfolio Servicing",NA NA,800-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"522 S BERNAL AVE
LOS ANGELES, CA 90063
(34.031871, -118.199598)",34.031871,-118.199598
4302025006,01/01/2018,Single Family,1924 S SHERBOURNE DR,LOS ANGELES,CA,90034.0,10,"Deutsche Bank National Trust, c/o Select Portfolio Servicing",NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"1924 S SHERBOURNE DR
LOS ANGELES, CA 90034
(34.042974, -118.382094)",34.042974,-118.382094
7448027034,01/10/2018,Single Family,563 W BONITA ST,SAN PEDRO,CA,90731.0,15,Bank of America,VPR Department,800-669-2443,SAFEGUARD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGLES CA 90010,213-383-2097,"563 W BONITA ST
SAN PEDRO, CA 90731
(33.747821, -118.289372)",33.747821,-118.289372
2278005004,05/25/2018,Single Family,15036 W MARBLE DR,LOS ANGELES,CA,91403.0,4,Shellpoint Mortgage,Eric Moore,877-338-3791,"Cyprexx Services, LLC - Jefferson",Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,877-339-8202,"15036 W MARBLE DR
LOS ANGELES, CA 91403
(34.142794, -118.461705)",34.142794,-118.461705
2726011023,01/01/2018,Single Family,10014 N MELVIN AVE,LOS ANGELES,CA,91324.0,12,"U.S. Bank, N.A., C/O Select Portfolio Servicing",NA NA,888-349-8964,Safeguard Properties,Ed Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,"10014 N MELVIN AVE
LOS ANGELES, CA 91324
(34.252438, -118.560822)",34.252438,-118.560822
2669018022,10/29/2018,Single Family,10028 N GAYNOR AVE,LOS ANGELES,CA,91343.0,12,LAKEVIEW LOAN SERVICING,Cassie Justice,757-955-8014,Bron,Jessica Hamlet,41951   Remington AVE 150 Temecula CA 92590,951-291-3285,"10028 N GAYNOR AVE
LOS ANGELES, CA 91343
(34.252787, -118.48077)",34.252787,-118.48077
2128002217,10/29/2018,Single Family,19201  HAYNES,LOS ANGELES,CA,91335.0,3,U.S. Bank NA as Trustee for LSF9 Master Participation Trust,Tannis Stoops,214-874-4174,WRI Property Management,Tannis Stoops,14726   Ramona AVE W8 Chino CA 91710,404-655-9334,"19201 HAYNES
LOS ANGELES, CA 91335
(34.189572, -118.551642)",34.189572,-118.551642
4423012023,01/15/2018,Single Family,1027 N HARTZELL ST,LOS ANGELES,CA,90272.0,11,Shellpoint Mortgage Servicing,Tracy Hall,864-312-4380,"Cyprexx Services, LLC - Jefferson",Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,877-339-8202,"1027 N HARTZELL ST
LOS ANGELES, CA 90272
(34.048315, -118.520305)",34.048315,-118.520305
5583013014,01/01/2018,Single Family,2754 N WOODHAVEN DR,LOS ANGELES,CA,90068.0,4,"Wilmington Trust, NA, successor trustee to Citibank, c/o Select Portfolio Servicing",NA NA,213-349-8964,Edward Zubia,Edward Zubia,3540   Whilshire BLVD 1109 Los Angeles CA 90010,213-804-7437,"2754 N WOODHAVEN DR
LOS ANGELES, CA 90068
(34.121213, -118.32157)",34.121213,-118.32157
2326023003,01/05/2018,Single Family,6484 N LONGRIDGE AVE,LOS ANGELES,CA,91401.0,2,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,"6484 N LONGRIDGE AVE
LOS ANGELES, CA 91401
(34.188387, -118.421472)",34.188387,-118.421472
6014012025,01/01/2018,Single Family,1033 W 66TH ST,LOS ANGELES,CA,90044.0,8,"Deutsche Bank, c/o Select Portfolio Servicing",Edward Zubia,213-383-2097,Safeguard Properties,Edward Zubia,3540   Wilshire  1109 Los Angeles CA 90010,213-383-2097,"1033 W 66TH ST
LOS ANGELES, CA 90044
(33.979155, -118.293025)",33.979155,-118.293025
2156028147,01/22/2018,Single Family,18550  HATTERAS,,CA,,3,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Law Offices of Les Zieve,Reyna Ailima,18377   BEACH BLVD 210 HUNTINGTON BEACH CA 92648,714-848-7920,"18550 HATTERAS, CA
(34.177179, -118.538418)",34.177179,-118.538418
5016010005,05/25/2018,Single Family,4527 S NORMANDIE AVE,LOS ANGELES,CA,90037.0,8,Shellpoint Mortgage,Eric Moore,877-338-3791,"Cyprexx Services, LLC - Jefferson",Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,877-339-8202,"4527 S NORMANDIE AVE
LOS ANGELES, CA 90037
(34.002047, -118.300187)",34.002047,-118.300187
5570024032,10/09/2018,Single Family,2830 N FIRENZE PL,LOS ANGELES,CA,90046.0,4,BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,"2830 N FIRENZE PL
LOS ANGELES, CA 90046
(34.122592, -118.364181)",34.122592,-118.364181
5209026009,12/05/2018,Single Family,2602 N ONYX DR,LOS ANGELES,CA,90032.0,14,Mr. Cooper,Paula Acosta,800-468-1743,Remedy Field Services,Brandon Cole,15615   Alton PKWY 450 Irvine CA 92618,800-468-1743,"2602 N ONYX DR
LOS ANGELES, CA 90032
(34.076516, -118.197006)",34.076516,-118.197006
2649017011,01/10/2018,Single Family,10443 N PEACH AVE,LOS ANGELES,CA,91345.0,7,Deutsche Bank C/O Select Portfolio Servicing,NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"10443 N PEACH AVE
LOS ANGELES, CA 91345
(34.26043, -118.468543)",34.26043,-118.468543
6055009049,12/27/2018,Single Family,1448 W 94TH PL,LOS ANGELES,CA,90047.0,8,RUSHMORE LOAN MANAGEMENT SERVICES,PROPERTY PRESERVATION,949-341-5601,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,"1448 W 94TH PL
LOS ANGELES, CA 90047
(33.950354, -118.302063)",33.950354,-118.302063
6048038011,10/27/2018,Multi-Family,9805 S WILMINGTON AVE,LOS ANGELES,CA,90002.0,15,AJA CAPITAL INVESTMENTS LLC,Assumpta De Silva,626-824-9536,,,,,"9805 S WILMINGTON AVE
LOS ANGELES, CA 90002
(33.947321, -118.238995)",33.947321,-118.238995
2531025021,10/09/2018,Single Family,11871 N VANPORT AVE,LOS ANGELES,CA,91342.0,7,"Nationstar Mortgage, dba Mr. Cooper",Jaime Burgess,888-456-0714,B2,Brian Bennis,3430   Mt Vernon AVE  Riverside CA 92507,224-518-7504,"11871 N VANPORT AVE
LOS ANGELES, CA 91342
(34.285972, -118.399127)",34.285972,-118.399127
6088017009,01/12/2018,Single Family,616 W 117TH ST,LOS ANGELES,CA,90044.0,15,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,MCS-Bron,Eric Moore,27720   Jefferson AVE 210 Temecula CA 92590,813-387-8306,"616 W 117TH ST
LOS ANGELES, CA 90044
(33.92735, -118.285472)",33.92735,-118.285472
2178005086,01/02/2018,Single Family,4279 N ELLENITA AVE,LOS ANGELES,CA,91356.0,3,US Bank National Association,Jessica Vanella,612-973-2749,Gallardo Excavation & Preservation,Fernando Gallardo,15465   Kennedy AVE  Fontana CA 92336,909-904-2577,"4279 N ELLENITA AVE
LOS ANGELES, CA 91356
(34.147385, -118.562724)",34.147385,-118.562724
5003028023,01/05/2018,Single Family,1710 W 56TH ST,LOS ANGELES,CA,90062.0,8,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,"1710 W 56TH ST
LOS ANGELES, CA 90062
(33.991478, -118.307191)",33.991478,-118.307191
5716027009,01/10/2018,Single Family,539 N AVENUE 67,LOS ANGELES,CA,90042.0,14,Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Ed Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,"539 N AVENUE 67
LOS ANGELES, CA 90042
(34.117568, -118.174794)",34.117568,-118.174794
2764017039,01/01/2018,Single Family,18125 W HERBOLD ST,LOS ANGELES,CA,91325.0,12,"Wells Fargo Bank, NA, c/o Select Portfolio Servicing",Select Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"18125 W HERBOLD ST
LOS ANGELES, CA 91325
(34.24502, -118.528291)",34.24502,-118.528291
2278026002,01/01/2018,Single Family,3809 N CODY RD,LOS ANGELES,CA,91403.0,4,Bank of New York Mellon c/o Select Portfolio Servicing,NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"3809 N CODY RD
LOS ANGELES, CA 91403
(34.138648, -118.464329)",34.138648,-118.464329
2010006025,01/02/2018,Single Family,22046 W BAHAMA ST,,CA,,12,"Fay Servicing, LLC",N/A N/A,800-495-7166,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863,"22046 W BAHAMA ST, CA
(34.231996, -118.607965)",34.231996,-118.607965
2428023005,01/01/2018,Single Family,6919 W PACIFIC VIEW DR,LOS ANGELES,CA,90068.0,4,"U.S. Bank N.A., c/o Select Portfolio Servicing",NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   Whilshire BLVD 1109 Los Angeles CA 90010,213-804-7437,"6919 W PACIFIC VIEW DR
LOS ANGELES, CA 90068
(34.121112, -118.345362)",34.121112,-118.345362
5063007085,01/01/2018,Single Family,2329 S HAUSER AVE,,CA,,10,"U.S. Bank, N.A., C/O Select Portfolio Servicing",NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   Whilshire BLVD 1109 Los Angeles CA 90010,213-804-7437,"2329 S HAUSER AVE, CA
(37.311885, -120.490109)",37.311885,-120.490109
5113009007,01/31/2018,Multi-Family,364 E 42ND PL,LOS ANGELES,CA,90011.0,9,Wilmington Trust NA C/O Select Portfolio Servicing,NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"364 E 42ND PL
LOS ANGELES, CA 90011
(34.006579, -118.268592)",34.006579,-118.268592
7462005022,10/10/2018,Single Family,652 W 18TH ST,SAN PEDRO,CA,90731.0,15,Cenlar FSB,ATHENA SANTOS,720-945-5431,MSI,Property Preservation,500   Grapeview HWY  Hurst TX 76054,800-346-2432,"652 W 18TH ST
SAN PEDRO, CA 90731
(33.727891, -118.291419)",33.727891,-118.291419
7451017007,01/01/2018,Single Family,557 W 2ND ST,SAN PEDRO,CA,90731.0,15,"U.S. Bank N.A., c/o Select Portfolio Servicing",NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"557 W 2ND ST
SAN PEDRO, CA 90731
(33.742386, -118.289134)",33.742386,-118.289134
2184031007,01/01/2018,Single Family,4221 N GRIMES PL,LOS ANGELES,CA,91316.0,5,"U.S. Bank, N.A., C/O Select Portfolio Servicing",NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"4221 N GRIMES PL
LOS ANGELES, CA 91316
(34.148364, -118.526705)",34.148364,-118.526705
2673003044,12/12/2018,Single Family,8545 N GLORIA AVE,LOS ANGELES,CA,91343.0,12,Mr. Cooper,Paula Acosta,800-468-1743,"AFS c/o NEW BEGINNING PROPERTIES, INC",Chavez Lourdes,999  W Marshall BLVD  San Bernardino CA 92405,800-468-1743,"8545 N GLORIA AVE
LOS ANGELES, CA 91343
(34.22609, -118.480807)",34.22609,-118.480807
2034032041,01/01/2018,Single Family,23840 W HARTLAND ST,LOS ANGELES,CA,91307.0,12,"U.S. Bank, N.A., C/O Select Portfolio Servicing",NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,"23840 W HARTLAND ST
LOS ANGELES, CA 91307
(34.19436, -118.645932)",34.19436,-118.645932
5216007039,01/02/2018,Single Family,2448 N KINGS PL,LOS ANGELES,CA,90032.0,14,Selene Finance LP,Eric Moore,951-428-2250,M&M Mortgage Co,Deborah Prado,12901  SW 132 AVE  Miami FL 33186,800-336-4890,"2448 N KINGS PL
LOS ANGELES, CA 90032
(34.074518, -118.179067)",34.074518,-118.179067
4401030105,01/17/2018,Single Family,330 S BARRINGTON AVE,LOS ANGELES,CA,90049.0,11,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,OGIWA INCORPORATED,Giwa Olatunji,123   Morgan AL  PASADENA CA 91105,626-380-6275,"330 S BARRINGTON AVE
LOS ANGELES, CA 90049
(34.061861, -118.46858)",34.061861,-118.46858
2638023012,10/24/2018,Single Family,14322 W CHASE ST,LOS ANGELES,CA,91402.0,6,Penny Mac Loan Service,Jennifer Gordon,818-878-8411,Safeguard Properties - Pennymac,David Mazanek,7887   Safeguard Cir  Valley View OH 44125,800-852-8306,"14322 W CHASE ST
LOS ANGELES, CA 91402
(34.224779, -118.445761)",34.224779,-118.445761
2727015032,10/31/2018,Single Family,22055 W BALLINGER ST,LOS ANGELES,CA,91311.0,12,US Bank NA as Trustee for LSF9 Master Participation Trust,Tannis Stoops,404-655-9334,WRI Property Management,Tannis Stoops,14726   Ramona AVE W8 Chino CA 91710,404-655-9334,"22055 W BALLINGER ST
LOS ANGELES, CA 91311
(34.243259, -118.607986)",34.243259,-118.607986
5565040021,10/04/2018,Single Family,8661 W ALLENWOOD RD,LOS ANGELES,CA,90046.0,4,bayview,Willie Walton,714-848-7920,Safeguard,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"8661 W ALLENWOOD RD
LOS ANGELES, CA 90046
(34.119993, -118.38456)",34.119993,-118.38456
2356002019,01/01/2018,Multi-Family,5101 N LAUREL CANYON BLVD,NORTH HOLLYWOOD,CA,91607.0,2,Wells Fargo Bank NA c/o Select Portfolio Servicing,Edward Zubia,213-383-2097,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"5101 N LAUREL CANYON BLVD
NORTH HOLLYWOOD, CA 91607
(34.163204, -118.396492)",34.163204,-118.396492
